"","Path","Completeness","Redundancy"
"1736","GCA_902780735.1.fna.gz",95.54,0.83
"1737","GCA_903840275.1.fna.gz",95.97,4.39
"1738","GCA_000432695.1.fna.gz",95.84,0
"1739","GCA_012840785.1.fna.gz",95.08,6.78
"1740","GCA_015657245.1.fna.gz",95.13,1.67
"1741","GCA_002376565.1.fna.gz",95.36,0.55
"1742","GCA_903940185.1.fna.gz",95.57,1.48
"1743","GCA_902755925.1.fna.gz",95.06,0.5
"1744","GCA_903873465.1.fna.gz",95.7,2.81
"1745","GCA_900316295.1.fna.gz",95.66,0.79
"1746","GCA_016342595.1.fna.gz",95.11,3.53
"1747","GCA_016787295.1.fna.gz",95.07,0
"1748","GCA_902791485.1.fna.gz",95.85,1.26
"1749","GCA_009773455.1.fna.gz",95.16,2.69
"1750","GCA_902801885.1.fna.gz",95.32,0.48
"1751","GCA_903960765.1.fna.gz",95.25,3.49
"1752","GCA_002399615.1.fna.gz",95.33,0.48
"1753","GCA_905206625.1.fna.gz",95.01,0
"1754","GCA_001603455.1.fna.gz",95.14,1.59
"1755","GCA_017443465.1.fna.gz",95.24,2.22
"1756","GCA_008679285.1.fna.gz",95.76,1.15
"1757","GCA_002478885.1.fna.gz",95.92,1.15
"1758","GCA_009841335.1.fna.gz",95.48,0.56
"1759","GCA_017387665.1.fna.gz",95.88,5.29
"1760","GCA_002723085.1.fna.gz",95.16,0.02
"1761","GCA_902779235.1.fna.gz",95.43,1.34
"1762","GCA_017441235.1.fna.gz",95.95,0
"1763","GCA_015262355.1.fna.gz",95.95,2.26
"1764","GCA_902755355.1.fna.gz",95.26,0.93
"1765","GCA_014377975.1.fna.gz",95.51,6.22
"1766","GCA_016707665.1.fna.gz",95.3,2.48
"1767","GCA_902771855.1.fna.gz",96,0.84
"1768","GCA_019187645.1.fna.gz",95.08,0
"1769","GCA_905208335.1.fna.gz",95.71,0.57
"1770","GCA_002304765.1.fna.gz",95.46,2.71
"1771","GCA_900316405.1.fna.gz",95.41,1.61
"1772","GCA_012270005.1.fna.gz",96,0.8
"1773","GCA_016868395.1.fna.gz",95.99,1.48
"1774","GCA_903824295.1.fna.gz",95.88,0.55
"1775","GCA_902786745.1.fna.gz",95.43,0.81
"1776","GCA_902776905.1.fna.gz",95.71,0.74
"1777","GCA_903905715.1.fna.gz",95.33,1.65
"1778","GCA_016707695.1.fna.gz",95.05,0
"1779","GCA_016286735.1.fna.gz",95.86,1.5
"1780","GCA_903944575.1.fna.gz",95.16,2.51
"1781","GCA_009778655.1.fna.gz",95.17,0.79
"1782","GCA_002782545.1.fna.gz",95.28,0.41
"1783","GCA_903859055.1.fna.gz",95.68,1.58
"1784","GCA_903889915.1.fna.gz",95.52,3.49
"1785","GCA_003554425.1.fna.gz",95.2,1.15
"1786","GCA_905212235.1.fna.gz",95.58,2.01
"1787","GCA_017524425.1.fna.gz",95.74,1.86
"1788","GCA_018055105.1.fna.gz",95.07,2.15
"1789","GCA_017628995.1.fna.gz",95.16,3.85
"1790","GCA_015261185.1.fna.gz",95.08,0.11
"1791","GCA_000432715.1.fna.gz",95.9,1.6
"1792","GCA_903821895.1.fna.gz",95.6,0.92
"1793","GCA_003518465.1.fna.gz",95.63,0
"1794","GCA_016025055.1.fna.gz",95.96,0.74
"1795","GCF_013256425.1.fna.gz",95.24,0.74
"1796","GCA_016704345.1.fna.gz",95.08,2.51
"1797","GCA_902795995.1.fna.gz",95.38,1.05
"1798","GCA_001802975.1.fna.gz",95.79,0.55
"1799","GCA_902777295.1.fna.gz",95.71,2.72
"1800","GCA_017442315.1.fna.gz",95.63,0.95
"1801","GCA_018820785.1.fna.gz",93.42,3.19
"1802","GCA_002379675.1.fna.gz",93.28,1.18
"1803","GCA_910576615.1.fna.gz",93.58,0
"1804","GCA_002714805.1.fna.gz",93.55,1.08
"1805","GCA_014800785.1.fna.gz",93.71,1.51
"1806","GCA_903907745.1.fna.gz",93.63,1.31
"1807","GCA_016719085.1.fna.gz",93.94,0.99
"1808","GCA_018384355.1.fna.gz",93.2,0.28
"1809","GCA_017439305.1.fna.gz",93.14,3.33
"1810","GCA_017483805.1.fna.gz",93.83,4.68
"1811","GCA_002453075.1.fna.gz",93.92,0.78
"1812","GCF_003333325.1.fna.gz",93.16,0.2
"1813","GCA_902767675.1.fna.gz",93.7,0.94
"1814","GCA_902826165.1.fna.gz",93.03,0
"1815","GCA_902769335.1.fna.gz",93.56,2.04
"1816","GCA_902775685.1.fna.gz",93.75,1.3
"1817","GCA_900317195.1.fna.gz",93.74,3.41
"1818","GCA_905181615.1.fna.gz",93.9,0
"1819","GCA_900763825.1.fna.gz",93.33,0.74
"1820","GCA_002451795.1.fna.gz",93.57,0
"1821","GCA_902760485.1.fna.gz",93.48,0.19
"1822","GCA_013333075.2.fna.gz",93.92,3.1
"1823","GCA_902799815.1.fna.gz",93.55,0.81
"1824","GCA_902788405.1.fna.gz",93.28,1.08
"1825","GCA_902762345.1.fna.gz",93.2,0.84
"1826","GCA_016936505.1.fna.gz",93.26,2.42
"1827","GCF_008571525.1.fna.gz",93.63,0.81
"1828","GCA_012729225.1.fna.gz",93.08,0.5
"1829","GCA_017983845.1.fna.gz",93.84,0
"1830","GCA_902778855.1.fna.gz",93.57,0.95
"1831","GCA_002406225.1.fna.gz",93.41,0
"1832","GCA_001603485.1.fna.gz",93.79,5.25
"1833","GCA_017628735.1.fna.gz",93.37,1.44
"1834","GCA_902787105.1.fna.gz",93.97,0.4
"1835","GCA_905215395.1.fna.gz",93.66,1.34
"1836","GCA_900317065.1.fna.gz",93.97,2.43
"1837","GCA_900317125.1.fna.gz",93.82,1.08
"1838","GCA_001804645.1.fna.gz",93.48,0.56
"1839","GCA_902778935.1.fna.gz",93.69,0.54
"1840","GCA_016287075.1.fna.gz",93.1,3.83
"1841","GCA_902785945.1.fna.gz",93.78,0.26
"1842","GCA_016861405.1.fna.gz",93.99,0
"1843","GCA_902764795.1.fna.gz",93.01,2.71
"1844","GCA_002415855.1.fna.gz",93.47,3.84
"1845","GCA_012522235.1.fna.gz",93.95,0.71
"1846","GCA_003446835.1.fna.gz",93.31,3.41
"1847","GCA_016709045.1.fna.gz",93.08,2.13
"1848","GCA_014870685.1.fna.gz",93.97,0.79
"1849","GCA_012744335.1.fna.gz",93.43,2.86
"1850","GCA_905371295.1.fna.gz",93.21,1.26
"1851","GCA_900545915.1.fna.gz",93.19,0.75
"1852","GCA_018065815.1.fna.gz",94,2.67
"1853","GCA_017630275.1.fna.gz",93.41,1.68
"1854","GCF_008571345.1.fna.gz",93.31,0.81
"1855","GCA_900317785.1.fna.gz",93.26,1.08
"1856","GCA_002395835.1.fna.gz",93.12,0.74
"1857","GCA_900317535.1.fna.gz",93.09,3.13
"1858","GCA_902792305.1.fna.gz",93.23,1.08
"1859","GCA_013335785.1.fna.gz",93.09,0.55
"1860","GCA_016868775.1.fna.gz",93.6,0
"1861","GCF_000304195.1.fna.gz",93.53,0
"1862","GCA_013373635.1.fna.gz",93.12,2.73
"1863","GCA_905236355.1.fna.gz",93.8,1.61
"1864","GCA_902776365.1.fna.gz",93.19,1.34
"1865","GCA_902798555.1.fna.gz",93.8,0.54
"1866","GCA_004557185.1.fna.gz",93.62,0
"1867","GCA_903917555.1.fna.gz",93.41,4.92
"1868","GCA_905203255.1.fna.gz",93.95,1.63
"1869","GCA_019136615.1.fna.gz",93.82,1.08
"1870","GCA_902801385.1.fna.gz",93.93,0.93
"1871","GCA_004211785.1.fna.gz",93.85,0.33
"1872","GCA_017474965.1.fna.gz",93.8,2.23
"1873","GCA_017527495.1.fna.gz",93.73,0.54
"1874","GCA_902761515.1.fna.gz",93.28,2.15
"1875","GCA_016178625.1.fna.gz",93.44,1.37
"1876","GCA_902761045.1.fna.gz",93.62,3.76
"1877","GCA_903926785.1.fna.gz",93.14,1.43
"1878","GCA_002432545.1.fna.gz",93.08,0.99
"1879","GCA_009924165.1.fna.gz",93.09,0.99
"1880","GCA_017936995.1.fna.gz",93.87,1.12
"1881","GCA_015060515.1.fna.gz",93.48,0
"1882","GCA_002402965.1.fna.gz",93.1,3.62
"1883","GCA_902759665.1.fna.gz",93.28,0.02
"1884","GCA_903953535.1.fna.gz",93.19,3.39
"1885","GCA_015060705.1.fna.gz",93.7,1.47
"1886","GCA_900317715.1.fna.gz",93.06,1.08
"1887","GCA_017624775.1.fna.gz",94,1.68
"1888","GCA_012516865.1.fna.gz",93.33,2.4
"1889","GCA_017856545.1.fna.gz",93.84,0.49
"1890","GCA_017461695.1.fna.gz",93.1,1.77
"1891","GCA_016868535.1.fna.gz",93.1,0.59
"1892","GCA_013348845.1.fna.gz",93.72,1.09
"1893","GCA_903864205.1.fna.gz",93.37,2.84
"1894","GCA_018883125.1.fna.gz",93.17,5.48
"1895","GCA_017381575.1.fna.gz",93.56,2.74
"1896","GCA_905236815.1.fna.gz",93.33,1.41
"1897","GCA_009775195.1.fna.gz",93.4,0.58
"1898","GCA_015257065.1.fna.gz",93.96,0.18
"1899","GCA_002784125.1.fna.gz",93.17,0.27
"1900","GCA_017882215.1.fna.gz",93.84,0.99
"1901","GCA_009842195.1.fna.gz",92,1.13
"1902","GCA_017994395.1.fna.gz",91.12,1.48
"1903","GCA_900770555.1.fna.gz",91.59,0.37
"1904","GCA_902767885.1.fna.gz",91.17,1.64
"1905","GCA_002307295.1.fna.gz",91.34,1.96
"1906","GCA_014377385.1.fna.gz",91.9,1.07
"1907","GCA_017504485.1.fna.gz",91.18,1.44
"1908","GCA_009886625.1.fna.gz",91.95,0.26
"1909","GCA_902758135.1.fna.gz",91.02,0
"1910","GCA_902786725.1.fna.gz",91.21,0.31
"1911","GCA_900318255.1.fna.gz",91.89,0.5
"1912","GCA_903926145.1.fna.gz",91.67,4.29
"1913","GCA_013298805.1.fna.gz",91.52,1.49
"1914","GCA_902780295.1.fna.gz",91.94,0.54
"1915","GCA_015060865.1.fna.gz",91.84,0.46
"1916","GCA_017627765.1.fna.gz",91.39,0
"1917","GCA_017935785.1.fna.gz",91.79,0.68
"1918","GCA_003512225.1.fna.gz",91.94,8.06
"1919","GCA_017961425.1.fna.gz",91.85,1.08
"1920","GCA_018664135.1.fna.gz",91.24,0.62
"1921","GCA_009886755.1.fna.gz",91.67,0.65
"1922","GCA_902755515.1.fna.gz",91.03,0.19
"1923","GCA_902756105.1.fna.gz",91.89,0.5
"1924","GCA_016706365.1.fna.gz",91.57,1.75
"1925","GCA_905212075.1.fna.gz",91.12,1.96
"1926","GCA_003516285.1.fna.gz",92,0.95
"1927","GCA_910578035.1.fna.gz",91.19,0.13
"1928","GCA_001689665.1.fna.gz",91.74,5.49
"1929","GCA_902802895.1.fna.gz",91.64,1.62
"1930","GCA_902793225.1.fna.gz",91.07,1.9
"1931","GCA_001516145.1.fna.gz",91.39,6.14
"1932","GCA_903881215.1.fna.gz",91.9,4.18
"1933","GCA_902765585.1.fna.gz",91.94,1.22
"1934","GCA_903865595.1.fna.gz",91.54,3.94
"1935","GCA_900318675.1.fna.gz",91.05,0.94
"1936","GCA_017560125.1.fna.gz",91.87,6.51
"1937","GCA_902786525.1.fna.gz",91.67,2.41
"1938","GCA_016712665.1.fna.gz",91.42,0.99
"1939","GCA_902770665.1.fna.gz",91.13,0.54
"1940","GCA_902799645.1.fna.gz",91.67,0
"1941","GCA_017988555.1.fna.gz",91.83,0.66
"1942","GCA_900318265.1.fna.gz",91.77,1.34
"1943","GCA_902760055.1.fna.gz",91.38,1.23
"1944","GCA_018065125.1.fna.gz",91.08,2.49
"1945","GCA_902622595.1.fna.gz",91.54,0
"1946","GCA_003648625.1.fna.gz",91.11,1.61
"1947","GCA_900318395.1.fna.gz",91.76,3.33
"1948","GCA_017634815.1.fna.gz",91.99,6.05
"1949","GCA_903874265.1.fna.gz",92,1.58
"1950","GCA_902761725.1.fna.gz",91.32,0.89
"1951","GCA_902782225.1.fna.gz",91.19,1.19
"1952","GCA_902785075.1.fna.gz",91.02,2.6
"1953","GCA_002320935.1.fna.gz",91.04,0.48
"1954","GCA_017561665.1.fna.gz",91.22,5.4
"1955","GCA_902757855.1.fna.gz",91.9,1.25
"1956","GCA_003141435.1.fna.gz",91.89,0.56
"1957","GCA_015657035.1.fna.gz",91.17,2.57
"1958","GCA_016707995.1.fna.gz",91.95,2.22
"1959","GCA_900769935.1.fna.gz",91.06,1.47
"1960","GCA_902759395.1.fna.gz",91.77,1.34
"1961","GCA_017858125.1.fna.gz",91.49,0
"1962","GCA_008017335.1.fna.gz",91.58,0
"1963","GCA_017983405.1.fna.gz",91.89,0
"1964","GCA_902773795.1.fna.gz",91.49,2.62
"1965","GCA_002840985.1.fna.gz",91.4,1.43
"1966","GCA_905210945.1.fna.gz",91.01,0.37
"1967","GCA_902758745.1.fna.gz",91.76,3.33
"1968","GCA_017453775.1.fna.gz",91.04,2.69
"1969","GCA_014727845.1.fna.gz",91.07,1.64
"1970","GCA_016711295.1.fna.gz",91.9,0.99
"1971","GCA_016714085.1.fna.gz",91.33,4.44
"1972","GCA_902782185.1.fna.gz",91.95,1.79
"1973","GCA_903897515.1.fna.gz",91.72,0.73
"1974","GCA_018060925.1.fna.gz",91.63,0.99
"1975","GCA_910578785.1.fna.gz",91.45,0.38
"1976","GCA_016194985.1.fna.gz",91.62,1.19
"1977","GCA_002320215.1.fna.gz",91.03,0.48
"1978","GCA_016714715.1.fna.gz",91.75,3.73
"1979","GCA_905236985.1.fna.gz",91.33,0.98
"1980","GCA_004214185.1.fna.gz",91.41,0.74
"1981","GCA_016288555.1.fna.gz",91.43,6.68
"1982","GCA_900759835.1.fna.gz",91.61,0.5
"1983","GCA_002693335.1.fna.gz",91.4,5.58
"1984","GCA_017415715.1.fna.gz",91.35,0.63
"1985","GCA_903879995.1.fna.gz",91.51,3.32
"1986","GCA_017458005.1.fna.gz",91.85,1.23
"1987","GCA_017522065.1.fna.gz",91.13,1.08
"1988","GCA_002477675.1.fna.gz",91.9,2.86
"1989","GCA_902761105.1.fna.gz",91.05,0.91
"1990","GCA_018266845.1.fna.gz",91.17,2.73
"1991","GCA_017544805.1.fna.gz",91.67,2.86
"1992","GCA_902766625.1.fna.gz",91.03,2.35
"1993","GCA_900318445.1.fna.gz",91.58,0.16
"1994","GCA_002316105.1.fna.gz",91.27,1.67
"1995","GCA_017630555.1.fna.gz",91.54,3.38
"1996","GCA_016930735.1.fna.gz",91.74,1.52
"1997","GCA_900318355.1.fna.gz",91.67,0
"1998","GCA_900318525.1.fna.gz",91.31,4.3
"1999","GCA_902769775.1.fna.gz",91.67,4.05
"2000","GCA_902770955.1.fna.gz",91.83,1.05
"2001","GCA_903882215.1.fna.gz",89.72,2.75
"2002","GCA_015260515.1.fna.gz",89.15,3.18
"2003","GCA_016296865.1.fna.gz",89.29,0.95
"2004","GCA_017628515.1.fna.gz",89.3,1.67
"2005","GCA_017650745.1.fna.gz",89.58,3.46
"2006","GCA_902755445.1.fna.gz",89.62,0.88
"2007","GCA_017383305.1.fna.gz",89.84,2.71
"2008","GCA_018062905.1.fna.gz",89.05,4.84
"2009","GCA_902767445.1.fna.gz",89.94,0.47
"2010","GCA_017556665.1.fna.gz",89.72,1.75
"2011","GCA_902783595.1.fna.gz",89.96,2.15
"2012","GCA_013205605.1.fna.gz",89.07,2.31
"2013","GCA_002492265.1.fna.gz",89.08,0.38
"2014","GCA_003532565.1.fna.gz",89.18,0.11
"2015","GCA_905208945.1.fna.gz",89.95,0.96
"2016","GCA_019117165.1.fna.gz",89.55,1.88
"2017","GCA_018064445.1.fna.gz",89.03,2.08
"2018","GCA_002862715.1.fna.gz",89.91,1.13
"2019","GCA_014848215.1.fna.gz",89.53,0.84
"2020","GCA_002297225.1.fna.gz",89.73,0.63
"2021","GCA_016712025.1.fna.gz",90,1.61
"2022","GCA_017476685.1.fna.gz",89.52,0.48
"2023","GCA_903904265.1.fna.gz",89.9,3.37
"2024","GCA_016286775.1.fna.gz",89.66,5.66
"2025","GCA_018053665.1.fna.gz",89.92,0.34
"2026","GCA_903900745.1.fna.gz",89.63,1.75
"2027","GCA_013388545.1.fna.gz",89.11,1.12
"2028","GCA_017961145.1.fna.gz",89.21,2.58
"2029","GCA_018333725.1.fna.gz",89.14,1.17
"2030","GCA_902779555.1.fna.gz",89.63,0.74
"2031","GCA_902765355.1.fna.gz",89.45,0.51
"2032","GCA_905205285.1.fna.gz",89.34,0
"2033","GCA_902767355.1.fna.gz",89.29,2.62
"2034","GCA_002472625.1.fna.gz",89.63,1.85
"2035","GCA_018659525.1.fna.gz",89.49,1.84
"2036","GCA_902789905.1.fna.gz",89.03,4.93
"2037","GCA_002414725.1.fna.gz",89.98,0.1
"2038","GCA_902755085.1.fna.gz",89.44,1.08
"2039","GCA_903888395.1.fna.gz",89.76,3.51
"2040","GCA_018265315.1.fna.gz",89.31,1.06
"2041","GCA_902755025.1.fna.gz",89.4,1.16
"2042","GCA_902789895.1.fna.gz",89.23,0.69
"2043","GCA_002351375.1.fna.gz",89.43,1.26
"2044","GCA_903959965.1.fna.gz",89.55,2.96
"2045","GCA_017615125.1.fna.gz",89.53,3.66
"2046","GCA_903928165.1.fna.gz",89.73,3.85
"2047","GCA_900319295.1.fna.gz",89.92,1.01
"2048","GCA_902772655.1.fna.gz",89.75,3.93
"2049","GCA_004554665.1.fna.gz",89.68,3.46
"2050","GCA_900760755.1.fna.gz",89.85,1.5
"2051","GCA_009844335.1.fna.gz",89.27,1.13
"2052","GCA_902785595.1.fna.gz",89.52,6.99
"2053","GCA_016281475.1.fna.gz",89.5,4.82
"2054","GCA_903832695.1.fna.gz",89.05,2.65
"2055","GCA_900760795.1.fna.gz",89.9,6.84
"2056","GCA_902761005.1.fna.gz",89.05,5.16
"2057","GCA_017648555.1.fna.gz",89.52,5.95
"2058","GCA_902797115.1.fna.gz",89.51,0.71
"2059","GCA_900319555.1.fna.gz",89.59,6.01
"2060","GCA_903833625.1.fna.gz",89.05,4.52
"2061","GCA_015060695.1.fna.gz",89.33,0.51
"2062","GCA_905193745.1.fna.gz",89.94,2.77
"2063","GCA_017477205.1.fna.gz",89.63,7.71
"2064","GCA_014871355.1.fna.gz",89.26,1.87
"2065","GCA_902769725.1.fna.gz",89.99,0.86
"2066","GCA_017445145.1.fna.gz",89.44,3.07
"2067","GCA_016290275.1.fna.gz",89.84,3.59
"2068","GCA_017852575.1.fna.gz",89.52,0.53
"2069","GCA_016285145.1.fna.gz",89.95,1.08
"2070","GCA_902775395.1.fna.gz",89.77,1.48
"2071","GCA_902776855.1.fna.gz",89.44,0.19
"2072","GCA_900319315.1.fna.gz",90,0.69
"2073","GCA_017965475.1.fna.gz",90,2.05
"2074","GCA_017387365.1.fna.gz",89.83,6.01
"2075","GCA_018623405.1.fna.gz",89.16,2.65
"2076","GCA_002437545.1.fna.gz",89.36,1.16
"2077","GCA_016124275.1.fna.gz",89.16,0.49
"2078","GCA_004555425.1.fna.gz",89.73,2.47
"2079","GCA_017407905.1.fna.gz",89.45,0.74
"2080","GCA_017458265.1.fna.gz",89.11,0.68
"2081","GCA_014377775.1.fna.gz",89.13,3.32
"2082","GCA_902800135.1.fna.gz",89.26,4.49
"2083","GCA_002339135.1.fna.gz",89.69,0
"2084","GCA_017986765.1.fna.gz",89.52,0.72
"2085","GCA_902803395.1.fna.gz",89.4,0.54
"2086","GCA_902774545.1.fna.gz",89.46,0.56
"2087","GCA_018265275.1.fna.gz",89.25,1.62
"2088","GCA_016288095.1.fna.gz",89.89,4.07
"2089","GCA_003696835.1.fna.gz",89.76,1.91
"2090","GCA_002362535.1.fna.gz",89.9,4.15
"2091","GCA_903893735.1.fna.gz",89.12,1.4
"2092","GCA_017467385.1.fna.gz",89.09,3.28
"2093","GCA_004555245.1.fna.gz",89.32,0.93
"2094","GCA_017631875.1.fna.gz",89.13,8.93
"2095","GCA_016285995.1.fna.gz",89.89,4.31
"2096","GCA_016213405.1.fna.gz",89.43,0.95
"2097","GCA_018971025.1.fna.gz",89.06,0.49
"2098","GCA_018821605.1.fna.gz",89.07,0.02
"2099","GCA_016297025.1.fna.gz",89.42,0.37
"2100","GCA_017503575.1.fna.gz",89.31,1.15
"2101","GCA_013316855.1.fna.gz",87.47,3.21
"2102","GCA_902775405.1.fna.gz",87.65,1.67
"2103","GCA_018055745.1.fna.gz",87.84,1.91
"2104","GCA_016405225.1.fna.gz",87.34,0
"2105","GCA_015489405.1.fna.gz",87.46,1.08
"2106","GCA_017561185.1.fna.gz",87.77,4.94
"2107","GCA_902756835.1.fna.gz",87.54,0.6
"2108","GCA_002373015.1.fna.gz",87.15,3.68
"2109","GCA_017381015.1.fna.gz",87.66,4.02
"2110","GCA_002469915.1.fna.gz",87.5,1
"2111","GCA_905203095.1.fna.gz",87.31,0.12
"2112","GCA_902768595.1.fna.gz",87.78,2.19
"2113","GCA_013316705.1.fna.gz",87.55,0.75
"2114","GCA_905234555.1.fna.gz",87.33,2.48
"2115","GCA_902763775.1.fna.gz",87.41,1.61
"2116","GCA_903915795.1.fna.gz",87.12,3.61
"2117","GCA_017442965.1.fna.gz",87.78,9.69
"2118","GCA_002410055.1.fna.gz",87.42,1.09
"2119","GCA_005792295.1.fna.gz",87.27,1.43
"2120","GCA_903869845.1.fna.gz",88,2.33
"2121","GCA_900547005.1.fna.gz",87.58,0
"2122","GCA_905478665.1.fna.gz",87.24,0.47
"2123","GCA_017453445.1.fna.gz",87.4,1.8
"2124","GCA_002841025.1.fna.gz",87.15,1.33
"2125","GCA_903951405.1.fna.gz",87.68,2.83
"2126","GCA_900550395.1.fna.gz",87.17,1.58
"2127","GCA_018268185.1.fna.gz",87.93,2.35
"2128","GCA_902800435.1.fna.gz",87.33,6.53
"2129","GCA_016283735.1.fna.gz",87.81,0.82
"2130","GCA_902796455.1.fna.gz",87.52,0.95
"2131","GCA_004359435.1.fna.gz",87.23,0
"2132","GCA_014384505.1.fna.gz",87.81,0
"2133","GCA_903890415.1.fna.gz",87.18,3.13
"2134","GCA_902794715.1.fna.gz",87.9,1.08
"2135","GCA_016296465.1.fna.gz",87.17,0.36
"2136","GCA_905213015.1.fna.gz",87.92,0.75
"2137","GCA_902792215.1.fna.gz",87.86,1.59
"2138","GCA_900762525.1.fna.gz",87.88,5.69
"2139","GCA_902802025.1.fna.gz",87.9,0.81
"2140","GCA_900320495.1.fna.gz",87.46,1.34
"2141","GCA_902802145.1.fna.gz",87.94,0.48
"2142","GCA_017555845.1.fna.gz",87.77,1.49
"2143","GCA_903929845.1.fna.gz",87.73,1.37
"2144","GCA_902759545.1.fna.gz",87.87,0.37
"2145","GCA_902761505.1.fna.gz",87.35,2.15
"2146","GCA_002293345.1.fna.gz",87.11,1.44
"2147","GCA_002454845.1.fna.gz",87.12,1.37
"2148","GCA_902756125.1.fna.gz",87.53,1.36
"2149","GCA_002379885.1.fna.gz",87.81,0.13
"2150","GCA_015261895.1.fna.gz",87.45,1.41
"2151","GCA_012960805.1.fna.gz",87.1,1.08
"2152","GCA_902796935.1.fna.gz",87.97,1.58
"2153","GCA_002493585.1.fna.gz",87.26,0.38
"2154","GCA_905203605.1.fna.gz",87.07,2.51
"2155","GCA_902772005.1.fna.gz",87.72,0.6
"2156","GCA_903933865.1.fna.gz",87.4,0.53
"2157","GCA_017471375.1.fna.gz",87.41,1.81
"2158","GCA_017428785.1.fna.gz",87.75,2.56
"2159","GCA_017402745.1.fna.gz",87.64,3.04
"2160","GCA_009777915.1.fna.gz",87.63,3.05
"2161","GCA_014848135.1.fna.gz",87.36,4.98
"2162","GCA_902772535.1.fna.gz",87.8,2.69
"2163","GCA_016287345.1.fna.gz",87.2,6.54
"2164","GCA_014871125.1.fna.gz",87.4,1.24
"2165","GCA_017530705.1.fna.gz",87.36,1.26
"2166","GCA_900754685.1.fna.gz",87.88,0.74
"2167","GCA_002292885.1.fna.gz",87.87,1.16
"2168","GCA_903898035.1.fna.gz",87.55,1.83
"2169","GCA_902768285.1.fna.gz",87.47,1.07
"2170","GCA_017613015.1.fna.gz",87.24,1.61
"2171","GCA_905233995.1.fna.gz",87.7,3.88
"2172","GCA_018062465.1.fna.gz",87.87,2.72
"2173","GCA_002774675.1.fna.gz",87.24,2.53
"2174","GCA_905206355.1.fna.gz",87.76,1.09
"2175","GCA_900762125.1.fna.gz",87.33,0.77
"2176","GCA_003246935.1.fna.gz",87.58,4.75
"2177","GCA_001689445.1.fna.gz",87.45,2.14
"2178","GCA_017628845.1.fna.gz",87.74,4.65
"2179","GCA_900547075.1.fna.gz",87.17,0
"2180","GCA_900320785.1.fna.gz",87.1,1.83
"2181","GCA_002338335.1.fna.gz",87.33,1.09
"2182","GCA_017379855.1.fna.gz",87.98,2.56
"2183","GCA_902758785.1.fna.gz",87.41,4.75
"2184","GCA_017531225.1.fna.gz",87.9,1.61
"2185","GCA_902799885.1.fna.gz",87.39,5.8
"2186","GCA_900320435.1.fna.gz",87.54,0.6
"2187","GCA_902771085.1.fna.gz",87.55,4.35
"2188","GCA_002282285.1.fna.gz",87.19,1.11
"2189","GCA_903875625.1.fna.gz",87.74,4.81
"2190","GCA_019116865.1.fna.gz",87.71,4.76
"2191","GCA_017464025.1.fna.gz",87.24,0
"2192","GCA_017408685.1.fna.gz",87.98,3.24
"2193","GCA_017479265.1.fna.gz",87.49,0.49
"2194","GCA_013001815.1.fna.gz",87.92,2.71
"2195","GCA_002351045.1.fna.gz",87.96,0.37
"2196","GCA_017694275.1.fna.gz",87.43,0.12
"2197","GCA_902770525.1.fna.gz",87.24,2.71
"2198","GCA_902787795.1.fna.gz",87.92,0.93
"2199","GCA_002307035.1.fna.gz",87.13,3.51
"2200","GCA_002433505.1.fna.gz",87.92,1.71
"2201","GCA_002477505.1.fna.gz",86,0.02
"2202","GCA_904502005.1.fna.gz",85.17,1.84
"2203","GCA_003559715.1.fna.gz",85.88,2.64
"2204","GCA_009908725.1.fna.gz",85.88,3.43
"2205","GCA_002436845.1.fna.gz",86,0
"2206","GCA_009886265.1.fna.gz",85.41,1.82
"2207","GCA_905479665.1.fna.gz",85.09,2.72
"2208","GCA_900549305.1.fna.gz",85.82,0.64
"2209","GCA_017997135.1.fna.gz",85.51,1.92
"2210","GCA_016295755.1.fna.gz",85.95,0.19
"2211","GCA_902766255.1.fna.gz",85.46,0.48
"2212","GCA_016281575.1.fna.gz",85.71,1.03
"2213","GCA_900764265.1.fna.gz",85.66,0.95
"2214","GCA_003552075.1.fna.gz",85.99,0.95
"2215","GCA_002352025.1.fna.gz",85.46,1.19
"2216","GCA_002378975.1.fna.gz",85.51,1.48
"2217","GCA_902769075.1.fna.gz",85.91,1.32
"2218","GCA_007136225.1.fna.gz",85.6,1.49
"2219","GCA_009775135.1.fna.gz",85.43,1.84
"2220","GCA_003499605.1.fna.gz",85.48,2.15
"2221","GCA_003973595.1.fna.gz",85.14,6.91
"2222","GCA_015260435.1.fna.gz",85.04,2.21
"2223","GCA_013003465.1.fna.gz",85.79,5.19
"2224","GCA_902785805.1.fna.gz",85.99,0.54
"2225","GCA_902781985.1.fna.gz",85.58,3.18
"2226","GCA_018666725.1.fna.gz",85.38,3.65
"2227","GCA_014802165.1.fna.gz",85.66,0.5
"2228","GCA_902768955.1.fna.gz",85.08,3.65
"2229","GCA_013334855.1.fna.gz",85.16,1.1
"2230","GCA_902790285.1.fna.gz",85.75,0.54
"2231","GCA_903905815.1.fna.gz",85.05,4.67
"2232","GCA_905234025.1.fna.gz",85.76,3.49
"2233","GCA_902799185.1.fna.gz",85.82,0.54
"2234","GCA_017483945.1.fna.gz",85.48,1.08
"2235","GCA_903919735.1.fna.gz",85.82,3.57
"2236","GCA_017520145.1.fna.gz",85.63,0.78
"2237","GCA_002417885.1.fna.gz",85.26,1.6
